source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,164,3,Yes/No,HTML table 2; row 164; column 3,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,164,4,"Details thereof (with approximate quantities/rates, wherever possible) with source of information data",HTML table 2; row 164; column 4,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,165,1,3.1,HTML table 2; row 165; column 1,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,165,2,"Use of substances or materials, which are hazardous (as per MSIHC rules) to human health or the environment (flora, fauna, and water supplies",HTML table 2; row 165; column 2,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,165,3,Yes,HTML table 2; row 165; column 3,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,165,4,"Diesel and Bitumen. Contractor will store fuel oil for DG sets and for construction plant and machinery. Bitumen will be stored for road construction. The respective contractors will obtain necessary License/ NOC. The hazardous waste (management, handling & trans boundary movement) rules, 2008 and its amendments till date will be followed.",HTML table 2; row 165; column 4,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,166,1,3.2,HTML table 2; row 166; column 1,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,166,2,Changes in occurrence of disease or affect disease vectors (e.g. insect or water borne diseases),HTML table 2; row 166; column 2,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,166,3,No,HTML table 2; row 166; column 3,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,166,4,Adequate precautions shall be taken to prevent stagnation of sewage and grey water from labour camp. Routine inspection and spray of disinfectants shall be made to prevent outbreak of water borne disease.,HTML table 2; row 166; column 4,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,167,1,3.3,HTML table 2; row 167; column 1,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,167,2,Affect the welfare of people e.g. by changing living conditions?,HTML table 2; row 167; column 2,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,167,3,Yes,HTML table 2; row 167; column 3,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,167,4,"The proposed project will result in appreciable welfare of the people with respect to health care, educational, employment and agricultural developments as a result of fast connectivity to these facilities. Overall there will be improvement in quality of life of people.",HTML table 2; row 167; column 4,review_required
S016,80befa4c56817e19c50b00d810eda6544393b5820345492cd86917517a6e83b9,,2,168,1,3.4,HTML table 2; row 168; column 1,review_required
